date,lat,lon,precip,eto
1980-05-17,-2.375,-60.125,5.31640625,3.2188949584960938
1980-05-17,-2.375,-59.875,6.98046875,3.2784130573272705
1980-05-17,-2.375,-59.625,8.453125,3.3198602199554443
1980-05-18,-2.375,-60.125,2.0234375,4.464487075805664
1980-05-18,-2.375,-59.875,2.611328125,4.450000286102295
1980-05-18,-2.375,-59.625,1.9296875,4.423557281494141
1980-05-19,-2.375,-60.125,6.71484375,3.1208271980285645
1980-05-19,-2.375,-59.875,4.20703125,3.0930838584899902
1980-05-19,-2.375,-59.625,3.296875,3.051272392272949
1980-05-20,-2.375,-60.125,4.84765625,4.428475379943848
1980-05-20,-2.375,-59.875,5.5234375,4.406250953674316
1980-05-20,-2.375,-59.625,4.80078125,4.37269926071167
1980-05-21,-2.375,-60.125,0.62548828125,4.73478364944458
1980-05-21,-2.375,-59.875,0.302978515625,4.693213939666748
1980-05-21,-2.375,-59.625,0.224853515625,4.629749298095703
1980-05-22,-2.375,-60.125,0.71923828125,4.199965953826904
1980-05-22,-2.375,-59.875,0.83837890625,4.197484016418457
1980-05-22,-2.375,-59.625,0.68017578125,4.192574977874756
1980-05-23,-2.375,-60.125,3.84375,4.65433406829834
1980-05-23,-2.375,-59.875,3.70703125,4.623012542724609
1980-05-23,-2.375,-59.625,3.396484375,4.576821804046631
1980-05-24,-2.375,-60.125,18.6875,1.8815051317214966
1980-05-24,-2.375,-59.875,18.265625,1.8795292377471924
1980-05-24,-2.375,-59.625,23.328125,1.8781830072402954
1980-05-25,-2.375,-60.125,3.015625,3.5718612670898438
1980-05-25,-2.375,-59.875,3.009765625,3.550931692123413
1980-05-25,-2.375,-59.625,3.330078125,3.5007214546203613
1980-05-26,-2.375,-60.125,2.12890625,4.235033988952637
1980-05-26,-2.375,-59.875,2.173828125,4.207456588745117
1980-05-26,-2.375,-59.625,1.5546875,4.165043354034424
1980-05-27,-2.375,-60.125,0.55810546875,4.505622863769531
1980-05-27,-2.375,-59.875,0.405029296875,4.501650333404541
1980-05-27,-2.375,-59.625,0.32763671875,4.494690418243408
1980-05-28,-2.375,-60.125,6.953125,3.2050325870513916
1980-05-28,-2.375,-59.875,6.9609375,3.160944938659668
1980-05-28,-2.375,-59.625,5.64453125,3.0939905643463135
1980-05-29,-2.375,-60.125,5.16796875,2.911433219909668
1980-05-29,-2.375,-59.875,5.06640625,2.938284158706665
1980-05-29,-2.375,-59.625,4.33203125,2.979353666305542
